"","electrode","bin","R2","absBeta","Fstat","p","perm_p"
"251","ROF2-ROF3","bin_9",0.000912688281411282,0.000943354758686149,0.206455981553941,0.649995557406047,0.986
"252","ROF2-ROF3","bin_10",0.000280247567952456,0.0005519075996945,0.0633537050790241,0.801500436462616,0.986
"253","ROF2-ROF3","bin_11",0.0016883076693908,0.00128096973631469,0.382202809216383,0.537049212553163,0.986
"254","ROF2-ROF3","bin_12",0.00713024357819447,0.00242784513815056,1.62300748738625,0.203981490531856,0.986
"255","ROF2-ROF3","bin_13",0.00841481017000673,0.00256947798947058,1.91788574287558,0.167455496946765,0.986
"256","ROF2-ROF3","bin_14",0.01492100262511,0.00325872024761361,3.42322453555624,0.0655906173821049,0.986
"257","ROF2-ROF3","bin_15",0.00742851308909425,0.00223340595510988,1.69140860912721,0.194739989547848,0.986
"258","ROF2-ROF3","bin_16",1.91221533317232e-05,0.000116508374279195,0.00432168929297476,0.947643294256692,0.986
"259","ROF2-ROF3","bin_17",0.00220763645294264,0.00129158573956122,0.500029722207337,0.480215549057284,0.986
"260","ROF2-ROF3","bin_18",0.001516995215443,0.00105463673569348,0.343361796893172,0.558479858299535,0.986
"261","ROF2-ROF3","bin_19",4.62227204700529e-05,0.000180857756272887,0.0104468177065666,0.918680876875043,0.986
"262","ROF2-ROF3","bin_20",2.37945258828308e-05,0.000129772395433885,0.00537769080912292,0.941606200523075,0.986
"263","ROF2-ROF3","bin_21",0.00299000092640938,0.00139962877570346,0.677766732526664,0.411224671788767,0.986
"264","ROF2-ROF3","bin_22",0.00244169044699534,0.00130952415661708,0.553172717560955,0.457796750739157,0.986
"265","ROF2-ROF3","bin_23",6.09425994962698e-06,6.31967915346916e-05,0.00137731114230783,0.97042835020082,0.986
"266","ROF2-ROF3","bin_24",7.88058759044843e-06,7.16849267122608e-05,0.00178102683097929,0.966374758655215,0.986
"267","ROF2-ROF3","bin_25",0.000206227770458397,0.00036179716533062,0.0466170898621053,0.829252713007885,0.986
"268","ROF2-ROF3","bin_26",3.97468051102194e-05,0.000165964947882056,0.00898313500582594,0.924574028170426,0.986
"269","ROF2-ROF3","bin_27",0.0013657836868053,0.000964875484693554,0.309089262290201,0.578789573134952,0.986
"270","ROF2-ROF3","bin_28",0.00717031035150407,0.00212542948728138,1.63219347319644,0.202710734477749,0.986
"271","ROF2-ROF3","bin_29",0.00486872013568631,0.0019590743086968,1.10571416347714,0.294138531267358,0.986
"272","ROF2-ROF3","bin_30",1.5640162688237e-05,0.000113511352946511,0.00353473205132591,0.952643349743728,0.986
"273","ROF2-ROF3","bin_31",0.0017492242488814,0.00118086328887471,0.396017403492365,0.529788840298947,0.986
"274","ROF2-ROF3","bin_32",2.3718867765957e-05,0.000140376151702803,0.00536059126226158,0.941698945617538,0.986
"275","ROF2-ROF3","bin_33",0.00315177464266761,0.00154847042301401,0.714553179835925,0.398830429887015,0.986
"276","ROF2-ROF3","bin_34",0.00349301682839862,0.00164868987209983,0.79218893249055,0.374385529921347,0.986
"277","ROF2-ROF3","bin_35",0.00182019825858377,0.00124890331674286,0.412114937331198,0.521548599510933,0.986
"278","ROF2-ROF3","bin_36",0.00150728654215565,0.00109722642199171,0.341160985889917,0.559742385244537,0.986
"279","ROF2-ROF3","bin_37",0.000469038315492525,0.00056569848151335,0.106052401941271,0.744985285668264,0.986
"280","ROF2-ROF3","bin_38",0.00424907337081537,0.00179036670388043,0.964388338612998,0.327133821782315,0.986
"281","ROF2-ROF3","bin_39",0.00351593802698162,0.00169743551642679,0.797405622850154,0.372820041154533,0.986
"282","ROF2-ROF3","bin_40",0.000593419534298699,0.000635312221083948,0.134192447171013,0.7144668639394,0.986
"283","ROF2-ROF3","bin_41",0.000129690840221455,0.000302007146746149,0.0293139316384733,0.864209388399706,0.986
"284","ROF2-ROF3","bin_42",0.00216788876707755,0.00127386543198347,0.491007310592713,0.484199100504087,0.986
"285","ROF2-ROF3","bin_43",0.00514349442438945,0.00188660388544256,1.16843960249267,0.280874206244344,0.986
"286","ROF2-ROF3","bin_44",0.00450747138395903,0.00191384954843186,1.0233010328977,0.312819060611692,0.986
"287","ROF2-ROF3","bin_45",0.000791955592007469,0.000811077829610823,0.179123821906108,0.672529766072496,0.986
"288","ROF2-ROF3","bin_46",0.00138132580629036,0.000977268131134249,0.312611450485518,0.576635718941293,0.986
"289","ROF2-ROF3","bin_47",0.00192774964629689,0.00121599904616574,0.436512907666455,0.509483232612183,0.986
"290","ROF2-ROF3","bin_48",3.61077310365884e-05,0.000169005052625802,0.00816064187653095,0.928100008585001,0.986
"291","ROF2-ROF3","bin_49",1.01899656882865e-05,9.14746997745547e-05,0.00230295571259244,0.961767294001788,0.986
"292","ROF2-ROF3","bin_50",0.00320254541541624,0.00162051014515046,0.726100634141068,0.395052119817761,0.986
"293","ROF2-ROF3","bin_51",0.0047461005715814,0.00199275611049119,1.07773376200124,0.300314507475087,0.986
"294","ROF2-ROF3","bin_52",0.000151049832515907,0.00034679219520757,0.0341424193553203,0.853569909840934,0.986
"295","ROF2-ROF3","bin_53",2.98802833554165e-05,0.000154828306384013,0.00675314582423491,0.934578278609765,0.986
"296","ROF2-ROF3","bin_54",0.00186754342958532,0.00134029571292865,0.422854514256053,0.516176602526099,0.986
"297","ROF2-ROF3","bin_55",0.00504964677545142,0.00211337894720271,1.14701217759602,0.285317881290986,0.986
"298","ROF2-ROF3","bin_56",0.00257823098702162,0.00134523371407942,0.584186370469426,0.445473335489211,0.986
"299","ROF2-ROF3","bin_57",0.0130149448384703,0.00309728896534888,2.98016420624819,0.0856573150875456,0.986
"300","ROF2-ROF3","bin_58",0.0116118414186221,0.00285391033335986,2.65510684018635,0.104610827027968,0.986
"301","ROF2-ROF3","bin_59",3.71576985041738e-05,0.000160653383954175,0.00839795191050842,0.927064974883388,0.986
"302","ROF2-ROF3","bin_60",2.1359226783078e-07,1.25515312803965e-05,4.82718628402529e-05,0.994462634778172,0.986
"303","ROF2-ROF3","bin_61",0.0125236860000561,0.00308346280096504,2.86624903897475,0.0918334009270046,0.986
"304","ROF2-ROF3","bin_62",0.00992252875798221,0.00277336981586671,2.26496568646376,0.133725418761173,0.986
"305","ROF2-ROF3","bin_63",0.00129007405911993,0.000990755357332731,0.291933353006811,0.589516296245907,0.986
"306","ROF3-ROF4","bin_3",0.00142848453632948,0.000782120966040273,0.3232993333087,0.570196140142837,0.045
"307","ROF3-ROF4","bin_4",0.000836262191927741,0.000709862391962592,0.18915343724371,0.664037151645404,0.045
"308","ROF3-ROF4","bin_5",0.000547022255174778,0.000598306260621983,0.123694693419647,0.725389032118961,0.045
"309","ROF3-ROF4","bin_6",0.00249760365899555,0.00131729007191265,0.565871750287034,0.452686802894181,0.045
"310","ROF3-ROF4","bin_7",1.64442284778181e-07,1.01263946856565e-05,3.71639624711957e-05,0.995141323841813,0.045
"311","ROF3-ROF4","bin_8",0.00106156311384455,0.000780762721861739,0.240168217449632,0.624560049129355,0.045
"312","ROF3-ROF4","bin_9",0.00055220240979471,0.000645046291678388,0.124866696304207,0.724144349459899,0.045
"313","ROF3-ROF4","bin_10",7.36504798558094e-05,0.00026079661087571,0.016646234450568,0.897456343074271,0.045
"314","ROF3-ROF4","bin_11",0.00700280001848836,0.00243137205897744,1.59379382359571,0.208086072698468,0.045
"315","ROF3-ROF4","bin_12",0.00953265020069894,0.00272686691738005,2.17511354189969,0.141650858618448,0.045
"316","ROF3-ROF4","bin_13",0.00187151993939305,0.00121157363469379,0.423756575182734,0.51572981747772,0.045
"317","ROF3-ROF4","bin_14",0.00105862646566531,0.000809615427840869,0.239503125587717,0.625039862297444,0.045
"318","ROF3-ROF4","bin_15",0.00438064973738774,0.00180278810356381,0.994382883768271,0.319739985385749,0.045
"319","ROF3-ROF4","bin_16",0.00471231230689619,0.00178064031773469,1.07002487273501,0.302045432131369,0.045
"320","ROF3-ROF4","bin_17",0.00328923943802129,0.00148253839895177,0.745821297819314,0.388718064216773,0.045
"321","ROF3-ROF4","bin_18",0.0068699879306706,0.00225897728383033,1.56335751962269,0.212467344444093,0.045
"322","ROF3-ROF4","bin_19",0.00837216564975775,0.0023757652057189,1.90808423412705,0.168540389039165,0.045
"323","ROF3-ROF4","bin_20",0.000992408325155146,0.000763292155869363,0.224507084184464,0.636084407636935,0.045
"324","ROF3-ROF4","bin_21",0.00259177650749465,0.00123047955979002,0.587263546557466,0.444278935961854,0.045
"325","ROF3-ROF4","bin_22",0.00432932571944343,0.00155466770791563,0.982681962890188,0.322597715974515,0.045
"326","ROF3-ROF4","bin_23",0.000400260535057938,0.000512251224791935,0.0904951025412574,0.763825242056125,0.045
"327","ROF3-ROF4","bin_24",0.00546529350632994,0.00188991939372056,1.24194392047436,0.266280472164599,0.045
"328","ROF3-ROF4","bin_25",0.00117261923482398,0.000892671721438691,0.265323070005549,0.606989928858892,0.045
"329","ROF3-ROF4","bin_26",1.68696903892101e-06,3.53071749807958e-05,0.000381255645962618,0.984438907900762,0.045
"330","ROF3-ROF4","bin_27",0.000250964239842205,0.000407379680365788,0.05673215594673,0.811953324425264,0.045
"331","ROF3-ROF4","bin_28",0.000310003153760342,0.000449093364293515,0.0700824385268038,0.79145806725,0.045
"332","ROF3-ROF4","bin_29",0.00241821105340463,0.00122447004186279,0.54784049200271,0.45996962621237,0.045
"333","ROF3-ROF4","bin_30",0.00814295899829848,0.00229924550888889,1.85541732078333,0.17451070284603,0.045
"334","ROF3-ROF4","bin_31",0.00596192527594673,0.00195508550854041,1.3554763611424,0.245550567641777,0.045
"335","ROF3-ROF4","bin_32",0.000681597090490972,0.000652779542111104,0.15414600792147,0.694974401192052,0.045
"336","ROF3-ROF4","bin_33",0.00060420792899606,0.000630610958552424,0.136633547025589,0.711997051135623,0.045
"337","ROF3-ROF4","bin_34",0.0103214637481907,0.0026195293844636,2.35697827289,0.126122327528023,0.045
"338","ROF3-ROF4","bin_35",0.00233127107591105,0.00127252032675467,0.528098403689654,0.468159449388706,0.045
"339","ROF3-ROF4","bin_36",0.000145988718307916,0.000331132722129342,0.0329982677123987,0.856016887796128,0.045
"340","ROF3-ROF4","bin_37",0.000829969769829528,0.000737033226805441,0.187728977357601,0.665226774770944,0.045
"341","ROF3-ROF4","bin_38",0.0181790698454879,0.00353387381033302,4.18454084537973,0.0419523950744309,0.045
"342","ROF3-ROF4","bin_39",0.0279770790941296,0.00440543166318795,6.50480532843895,0.0114196672103812,0.045
"343","ROF3-ROF4","bin_40",0.0124634165341986,0.00273559305072568,2.85228130672733,0.0926235578285219,0.045
"344","ROF3-ROF4","bin_41",0.00530002805109622,0.00192929068801549,1.20418857276219,0.273653938717115,0.045
"345","ROF3-ROF4","bin_42",0.00648633440187663,0.00227938787424585,1.47548204477046,0.22575034384927,0.045
"346","ROF3-ROF4","bin_43",0.00264386213914202,0.00146292447051957,0.599096772721175,0.439731780484434,0.045
"347","ROF3-ROF4","bin_44",0.00352136045106443,0.00152148806878909,0.798639760407508,0.372451032077488,0.045
"348","ROF3-ROF4","bin_45",0.00268801045113692,0.00131579717808888,0.609127703590272,0.435933108249107,0.045
"349","ROF3-ROF4","bin_46",0.000280412394855487,0.000434861414967835,0.0633909768529716,0.801443283366119,0.045
"350","ROF3-ROF4","bin_47",0.00308396642153169,0.00137811075718417,0.699132512458786,0.403958505789835,0.045
"351","ROF3-ROF4","bin_48",1.80614077943653e-06,3.40869358990294e-05,0.000408188553398647,0.983898720676891,0.045
"352","ROF3-ROF4","bin_49",0.000767009150378654,0.000724745610928364,0.173477126529005,0.677435177285892,0.045
"353","ROF3-ROF4","bin_50",0.000396394236559524,0.000526255377478095,0.0896206225607124,0.764935136388115,0.045
"354","ROF3-ROF4","bin_51",0.000854622459840203,0.000738434427237454,0.193309882891514,0.660596128126328,0.045
"355","ROF3-ROF4","bin_52",0.000598115870339053,0.000638840232807013,0.135255084909454,0.713388617280149,0.045
"356","ROF3-ROF4","bin_53",2.59590617469265e-06,4.25032172842997e-05,0.000586676318437218,0.98069737931026,0.045
"357","ROF3-ROF4","bin_54",0.00306280716692711,0.00135377590682004,0.69432099103301,0.405578277910909,0.045
"358","ROF3-ROF4","bin_55",0.00223840152221577,0.00108701145164423,0.507013644133576,0.477168891308418,0.045
"359","ROF3-ROF4","bin_56",0.00205599120274335,0.00111780168071367,0.465611304566082,0.495711907830244,0.045
"360","ROF3-ROF4","bin_57",0.000756691081377024,0.000657454621135693,0.171141685778488,0.679491442210884,0.045
"361","ROF3-ROF4","bin_58",0.00233045542724237,0.0011485550969249,0.527913204749897,0.468237382281102,0.045
"362","ROF3-ROF4","bin_59",0.0109433366270707,0.00252519672821944,2.50055853148369,0.115204398735897,0.045
"363","ROF3-ROF4","bin_60",0.00329555573950967,0.00143505955251704,0.747258228272264,0.38826225719922,0.045
"364","ROF3-ROF4","bin_61",0.00135460988489439,0.000965909126098315,0.306557099263078,0.58034797247077,0.045
"365","ROF3-ROF4","bin_62",6.5150657309295e-06,6.97868382625606e-05,0.00147241444806698,0.969424916889344,0.045
"366","ROF3-ROF4","bin_63",0.000231508353000103,0.000428767428210534,0.052333003305426,0.819259158277516,0.045
