"","trial","electrodes","pre_13","pre_12","pre_11","pre_10","pre_9","pre_8","pre_7","pre_6","pre_5","pre_4","pre_3","pre_2","pre_1","post_1","post_2","post_3","post_4","post_5","post_6","post_7","post_8","post_9","post_10","post_11","post_12","post_13","post_14","post_15","post_16","post_17","post_18","post_19","post_20","post_21","post_22","post_23","post_24","post_25","post_26","post_27","post_28","post_29","X","SID","newround_time","choice_time","buttonpress_time","reveal_time","self_payoff","other_payoff","self_foregone","other_foregone","RT","side_chosen","self_var_payoff","other_var_payoff","ineq_var_abs","ineq_choice_abs","ineq_foregone_abs","ineq_disadvent","ineq_advent","ineq_choice","chose_equality","self_diff","other_diff","L_self","R_self","L_other","R_other"
"11",2,"RIN1-RIN2",-0.00993508623333333,-0.0952955907666667,-0.0797152747666667,-0.0299257107666667,-0.0293064841,-0.0375467107666667,-0.0355878894333333,0.0421797965666667,0.1129760679,0.1010792899,0.145051016566667,0.0244065235666667,0.106989549566667,0.145502137566667,0.135027461233333,0.141290021233333,0.0511010605666667,0.0993493392333333,0.0883470725666667,0.1388956259,0.188022173233333,0.1035280639,0.0586772305666667,0.156925496366667,0.164898977033333,0.112586770366667,-0.100371076766667,-0.189401934766667,-0.118711540766667,-0.0530522523666667,0.0755549276333333,0.0540944557,0.0218608446333333,0.0358519146333333,0.0242165259,0.0537947051,-0.0778822182333333,-0.0405159262333333,-0.0762959681,-0.006442697546,-0.0184059562126667,0.0931553171206667,2398,"DG_s12",1.75,2.453,3.375,3.375,12,12,10,10,0.922,"Left",12,12,0,0,0,0,0,0,"Equal",2,2,12,10,12,10
"12",2,"RAM5-RAM6",0.0479862521666667,0.139707844833333,0.0528629995,-0.0169708607666667,0.0432176792333333,0.173127657233333,0.208265862833333,0.0537948755,-0.151463530246667,-0.125106586913333,-0.182347380246667,-0.208910067166667,-0.268395191166667,-0.124628761833333,-0.1521958285,-0.189782808566667,-0.275383926546667,-0.150878671213333,-0.08796062848,0.0107896161666667,-0.0998737125,-0.1549133885,-0.280615795166667,-0.119552485833333,-0.0475932338333333,-0.0981894691666667,-0.2196315785,-0.356119889833333,-0.300975263166667,-0.2617428965,-0.0597859498333333,0.113806356833333,0.322148950166667,0.349301636833333,0.259149528833333,0.0436258908333333,-0.0600988031666667,-0.114973413833333,-0.0199111965,-0.0111372091666667,0.0846545361666667,0.0028175035,2398,"DG_s12",1.75,2.453,3.375,3.375,12,12,10,10,0.922,"Left",12,12,0,0,0,0,0,0,"Equal",2,2,12,10,12,10
"13",2,"LOF3-LOF4",-0.206764359833333,-0.0637181765,0.000392386166666703,-0.0158941351666667,0.0142806715,0.0633884608333333,0.00213838283333334,-0.0828762031666666,-0.2728255765,-0.3000146105,-0.3022941345,-0.0827701878333333,0.0298561521666667,0.0232947488333334,-0.143590159433333,-0.201924672766667,-0.246425462766667,-0.232878311166667,-0.219950117833333,-0.158570547166667,0.159476334833333,0.2094219915,0.1669040175,-0.1219896205,-0.2995897105,-0.350422495233333,-0.343466343233333,-0.225607363233333,-0.2131297825,-0.1263652005,-0.0664872525,-0.0312245751666667,-0.122138693166667,-0.179150091166667,-0.220740671166667,-0.1462948745,0.155268522166667,0.119268676833333,-0.0295699765,-0.448140103166667,-0.4207267253,-0.2198517053,2398,"DG_s12",1.75,2.453,3.375,3.375,12,12,10,10,0.922,"Left",12,12,0,0,0,0,0,0,"Equal",2,2,12,10,12,10
"14",2,"RIN3-RIN4",-0.17707902075,-0.220528880083333,-0.335165113416667,-0.172155484083333,-0.20699429475,-0.13324603475,-0.20864291475,-0.08291331675,0.0183390965833333,0.00797329525000001,0.0428556719166667,0.14413252525,-0.00755580675,-0.07991783875,-0.300533758083333,-0.15522782075,-0.0791883234166667,-0.0268980280833333,0.01644850125,-0.0622427900833333,0.0544761739166667,0.0884076739166667,0.08987387725,0.04358683725,-0.0486709234166667,-0.150863778083333,-0.185723892083333,-0.29609496475,-0.21982396475,-0.262094800083333,-0.123062817416667,-0.0720157440833333,-0.00251472275,-0.0710009434166667,0.00189056991666667,-0.00527346208333332,-0.0201914440833333,-0.10072499075,-0.0776080774166667,0.00311322591666668,0.08010943925,-0.0192715688833333,2398,"DG_s12",1.75,2.453,3.375,3.375,12,12,10,10,0.922,"Left",12,12,0,0,0,0,0,0,"Equal",2,2,12,10,12,10
"15",2,"LIN1-LIN2",0.0368178262333333,0.0112830784333333,0.1495579431,0.322173719033333,0.390543554833333,0.284744114833333,0.199947088166667,0.1404302755,0.0942763295,0.0120522321666667,-0.0446020258333333,-0.0544566425,-0.168593945833333,-0.0206380618333333,0.0570305908333333,0.0701180824,-0.0265346322666667,0.0627447844,0.2512218535,0.240384682166667,0.0402201021666667,-0.123204831166667,-0.0691505845,0.0318072281666667,0.131430150166667,0.165229098833333,0.106390392833333,-0.000525581233333336,-0.0793975572333333,-0.0412137485666667,-0.0190617498333333,-0.0971207451666667,-0.0858919625,-0.126031723833333,-0.0116249431666667,-0.0872454971666667,-0.0539810735,-0.0206347388333333,-0.0314105541666667,0.0242244301666667,-0.0429644865,0.0187410388333333,2398,"DG_s12",1.75,2.453,3.375,3.375,12,12,10,10,0.922,"Left",12,12,0,0,0,0,0,0,"Equal",2,2,12,10,12,10
"16",2,"RAM6-RAM7",-0.0593309869,-0.0565753969,-0.105227389766667,-0.1417462431,-0.0753828811,0.0194919122333333,0.0175906589,-0.0863509724333333,-0.1180566671,-0.0439943537666667,-0.0357421782333333,-0.0533758409,-0.1115561781,-0.0508291863,-0.0690988956333333,0.0880171815666667,0.0346770415666667,0.1445358329,0.1190703529,0.244013486233333,0.2352993469,0.2625703949,0.0942824062333333,0.103836567566667,0.0419838195666667,0.0937018715666667,-0.0523721751,-0.1557323851,-0.180898426966667,-0.1303332503,-0.00353602496666667,0.0142107002333333,0.0966314102333333,0.0053330797,0.0272561917,-0.0739836729666667,-0.0890737611,-0.150904301766667,-0.0384680437666667,-0.0065483211,0.0593898609,0.0573390875666667,2398,"DG_s12",1.75,2.453,3.375,3.375,12,12,10,10,0.922,"Left",12,12,0,0,0,0,0,0,"Equal",2,2,12,10,12,10
"17",2,"RIN2-RIN3",-0.0417689945666667,-0.1061634925,-0.0592095019,-0.0146419545666667,0.0136719701,-0.0680274857666667,-0.170674338433333,-0.1921393069,-0.106343297633333,-0.152275388966667,-0.0954949671666667,-0.141604101433333,0.0831095685666667,0.0900529339,0.0321227881666667,0.0251526348333333,0.0491583635,-0.0135005085,-0.153749361833333,-0.1824789185,-0.0956932658333333,-0.0999937051666667,-0.0973019498333333,0.00500821949999999,-0.06878027728,-0.140885848346667,-0.282754596346667,-0.340593920233333,-0.306333647166667,-0.2527025865,-0.126455127566667,-0.0864422302333333,-0.0418654855666667,-0.00377209743333334,0.0474427919,0.114260601233333,0.1059956829,0.0775690495666667,-0.156878608166667,-0.232727603566667,-0.286454003566667,-0.171803471166667,2398,"DG_s12",1.75,2.453,3.375,3.375,12,12,10,10,0.922,"Left",12,12,0,0,0,0,0,0,"Equal",2,2,12,10,12,10
"18",2,"LOF4-LOF5",0.1955732079,0.1379275449,0.0395074689,-0.0365446924333333,-0.124686939766667,-0.1792458791,-0.176097719766667,-0.2488221339,-0.150558026566667,-0.00715213923333333,0.0514699015666667,0.0686336169,-0.0443396731,-0.0699726077666667,-0.133130654433333,-0.197458549766667,-0.220611268433333,-0.0534060151,0.0187297182333333,0.124802716566667,0.192534720566667,0.1577346966,0.1032039636,-0.0736128764,-0.0852100317666667,-0.156460389766667,-0.225466769766667,-0.1381754611,-0.0437723551,0.0279737715666667,-0.0426113757666667,-0.0916791937666667,-0.1444079671,-0.100242499766667,-0.154712009766667,-0.155919083766667,-0.134401330433333,-0.0022742491,-0.0524918664333333,-0.1341671971,-0.1765009911,-0.0895265931,2398,"DG_s12",1.75,2.453,3.375,3.375,12,12,10,10,0.922,"Left",12,12,0,0,0,0,0,0,"Equal",2,2,12,10,12,10
"19",2,"RAM7-RAM8",-0.0173782729666667,0.0380000203666667,0.00197279536666667,0.0598099280333333,0.0585637413666667,0.0551694458333333,0.0219170491666667,0.0017452465,0.0593386365,0.0260195885,0.0317191965,-0.1004706515,0.0300377818333333,0.0193376231666667,0.1108882045,0.450669477833333,0.406881321166667,0.2739708767,-0.2199641233,-0.2847763533,-0.1203958955,-0.0404307828333333,0.0153239118333333,-0.0170006649,-0.0063327709,0.0363410264333333,0.0444533940333333,0.0386598740333333,-0.00174102076666666,-0.0142022323,0.000230742366666668,0.0753389365,0.0933944118333333,0.0765550638333334,-0.102216120833333,-0.129674138833333,-0.121828478833333,0.1034184125,0.160907853166667,0.100028943833333,0.0187580991666667,0.164808961833333,2398,"DG_s12",1.75,2.453,3.375,3.375,12,12,10,10,0.922,"Left",12,12,0,0,0,0,0,0,"Equal",2,2,12,10,12,10
"20",2,"LOF5-LOF6",0.204326010616667,0.242671446616667,0.240949646616667,0.143900553083333,0.117749584416667,0.13832362575,0.175057365083333,0.199375267216667,0.31076296055,0.247573653216667,0.314486266416667,0.25642040475,0.25650144675,0.123838719416667,-0.0307116929166667,0.113970380416667,0.157368386416667,0.343959816416667,0.196989448416667,0.19291380975,0.190243521083333,0.298544645083333,0.34319301975,0.235958450416667,0.19469224975,0.14309800175,0.12364936975,0.155097473083333,0.214245682416667,0.210869586416667,0.0883715664166667,-0.01655407625,-0.00133748825,0.0145789344166667,0.135056143816667,0.261016452483333,0.345313381816667,0.384290732416667,0.197511372416667,0.11362664175,-0.0829257849166667,-0.04325574143,2398,"DG_s12",1.75,2.453,3.375,3.375,12,12,10,10,0.922,"Left",12,12,0,0,0,0,0,0,"Equal",2,2,12,10,12,10
"21",3,"LOF3-LOF4",-0.0534071397333333,-0.0225436278,-0.0547922824666667,-0.0402834053333333,-0.0670764966666667,0.041308238,0.0843353646666667,0.11735133,0.139929268666667,0.187873755333333,0.19283323,0.213637176666667,0.214996076666667,0.172601076,0.086321902,0.0583201626666667,0.213406032666667,0.139571666666667,0.0478356233333333,-0.049492456,0.0748833,0.213008582666667,0.145543298666667,0.172392113333333,-0.0132000286666667,0.067210984,-0.0922147286666667,0.05268034,0.050080746,0.379488646666667,0.246932114,0.167679187866667,-0.0704094588,-0.102465479466667,0.0423638666666667,0.0826265466666667,0.0803339804,0.0441060070666667,-0.0747512044666667,0.0728037577333333,0.0553957677333333,0.0855407859333333,2399,"DG_s12",4.375,5.078,5.969,5.984,10,10,8,8,0.891,"Left",8,8,0,0,0,0,0,0,"10-10",2,2,10,8,10,8
"22",3,"RIN3-RIN4",0.0626196966666667,-0.0642711546666667,0.0282750173333333,-0.00932006333333334,0.0195785546666667,0.0632830213333333,0.135438178,0.10087424,-0.0508967028,-0.00605168213333333,0.0751838958666667,0.0422297253333333,-0.009419652,-0.120294045333333,-0.114696822666667,-0.208659512,-0.204633114666667,-0.119841876666667,-0.0139043566666667,0.0548598326666667,0.016132784,0.0278666573333333,-0.00240010733333335,-0.0660368036666667,-0.087806713,-0.0294043816666667,0.0333501995333333,0.0132078122,-0.0353396198,-0.135284103333333,-0.204744859733333,-0.232633146466667,-0.0846647998,0.0245724032666667,0.041339302,0.0539415686666667,-0.0542605766666667,-0.01100317,-0.150983016666667,-0.0353431946666667,0.062655446,0.186444294666667,2399,"DG_s12",4.375,5.078,5.969,5.984,10,10,8,8,0.891,"Left",8,8,0,0,0,0,0,0,"10-10",2,2,10,8,10,8
"23",3,"LIN1-LIN2",0.121738956833333,0.2060451215,0.0656608675,0.156450412833333,0.280567548166667,0.456125654166667,0.486597272166667,0.518562070166667,0.4482518155,0.385563682166667,0.230492222166667,0.2191413975,0.1882907607,0.246486736033333,0.317605655366667,0.331312706833333,0.1792454935,0.0542375468333333,0.0205970388333333,-0.00627239449999999,-0.0806095878333333,-0.2128385945,-0.0984539278333333,-0.0273065366333333,0.1662940647,0.162447451366667,0.2325414895,0.148537556166667,0.2220677895,0.279219226833333,0.339806008166667,0.2533463517,0.116881363033333,0.0214510403666667,-0.0133492625,-0.0382857725,0.0941392075,0.209048014833333,0.323134452166667,0.300977266166667,0.148441178166667,0.0411551168333333,2399,"DG_s12",4.375,5.078,5.969,5.984,10,10,8,8,0.891,"Left",8,8,0,0,0,0,0,0,"10-10",2,2,10,8,10,8
"24",3,"RIN2-RIN3",-0.0169588963333333,0.08137835548,0.195221324813333,0.252890952146667,0.172509273666667,0.161459283666667,0.0579693023333333,-0.0701287456666667,-0.167396651,-0.165887125666667,-0.126914570066667,-0.0371654780666667,-0.0360825387333333,0.0257601406666667,-0.0915598333333333,-0.049642674,0.012008134,0.0403242353333333,-0.0190273521333333,-0.0928619131333333,-0.107121214466667,0.031685371,0.044904835,0.0234003176666667,-0.150637754333333,-0.167768894333333,-0.146125624333333,-0.064994369,0.0204714463333333,0.0841695676666667,0.0839829956666667,-0.009610497,-0.0642004216666667,-0.0392572430333333,-0.0448565570333333,-0.0324173877,-0.0705781303333333,-0.087433323,-0.116702057,-0.1434119084,-0.202161809066667,-0.0736000797333333,2399,"DG_s12",4.375,5.078,5.969,5.984,10,10,8,8,0.891,"Left",8,8,0,0,0,0,0,0,"10-10",2,2,10,8,10,8
"25",3,"RAM6-RAM7",0.0893712013,0.156181940633333,0.121185253966667,0.114922325166667,0.0580742818333333,0.0380124831666667,0.1299701305,0.1640364945,0.215960171166667,-0.00434428216666666,-0.1395451535,-0.249970742166667,-0.153666708833333,-0.0587972241666667,-0.0120427955,-0.0880964488333333,-0.0651937248333333,-0.113809760166667,-0.0580660955,-0.00801958883333333,-0.0583102355,-0.0891440181666667,-0.174833634833333,-0.124420010166667,-0.0943231521666667,-0.0922939807,-0.0270486867,0.0503084799666667,-0.0324035445,-0.0639002578333333,-0.196026551166667,-0.0531439255,-0.130260178166667,0.000889488500000007,-0.0486814715,-0.0553253668333333,-0.129536534833333,-0.1642869715,-0.0897239723666667,-0.120394704366667,-0.0697831543666667,-0.0897519821666667,2399,"DG_s12",4.375,5.078,5.969,5.984,10,10,8,8,0.891,"Left",8,8,0,0,0,0,0,0,"10-10",2,2,10,8,10,8
"26",3,"RAM7-RAM8",0.187519046,0.355240547333333,0.275626254666667,0.107363427466667,-0.0249643232,-0.0792698145333333,0.0213613326666667,0.150973735333333,0.209710382,0.225469948666667,0.221593216533333,0.2668542272,0.167808590533333,-0.0233398106666667,0.00203396933333333,0.006849094,0.0646557786666667,0.0649884084666667,0.0658750471333333,0.102056269133333,0.096598524,0.0545903846666667,0.0554989778666667,-0.0606249534666667,-0.0762604608,-0.058685764,0.056370704,0.119429400666667,0.126128810666667,0.179955424666667,0.267938514666667,0.266813788,0.353800926,0.257149309333333,0.192948577733333,-0.0251102154666667,-0.0631186434666667,0.1829186148,0.2734904282,0.3973223262,0.2652769262,0.218081346,2399,"DG_s12",4.375,5.078,5.969,5.984,10,10,8,8,0.891,"Left",8,8,0,0,0,0,0,0,"10-10",2,2,10,8,10,8
"27",3,"LOF4-LOF5",0.104826749461667,0.263943116795,0.224870998795,0.103772490128333,-0.00330345587166667,0.0544025234616667,0.217431961595,0.186045791861667,0.243488161195,0.249772572395,0.157231161461667,0.0422954201283333,-0.0534401725383333,0.108549487461667,0.059288685195,0.116926926528333,0.126326144528333,0.271873904795,0.205064892795,0.071965493395,-0.0790831679383333,-0.059875072605,-0.0842506198716667,-0.00138713987166667,0.064477958795,0.0754841154616667,0.0393431754616667,-0.00468595787166667,0.0992084821283333,0.218381815461667,0.308679784795,0.296851074128333,0.160077392928333,0.0855429649283333,0.158052260928333,0.126878292128333,-0.020404209205,-0.216435315871667,-0.108943679205,0.0854962634616667,0.172657951461667,0.145950233395,2399,"DG_s12",4.375,5.078,5.969,5.984,10,10,8,8,0.891,"Left",8,8,0,0,0,0,0,0,"10-10",2,2,10,8,10,8
"28",3,"LOF5-LOF6",-0.193553756666667,-0.217575449333333,-0.145382173333333,-0.260969516,-0.18065938,-0.172283536666667,-0.107161272666667,-0.164667844666667,-0.288704378,-0.340830357,-0.212281501,-0.0444894309333334,0.0437691900666666,-0.0312613659333333,-0.0463449457333333,-0.0929133557333333,-0.103748971066667,-0.0660478993333334,0.0309311606666667,0.0151661466666667,0.0100776266666667,-0.142944937333333,-0.191459174666667,-0.350280483333333,-0.360536392,-0.444090590666667,-0.363127190666667,-0.238808654666667,-0.0798339226666667,-0.113514602666667,-0.147977026,-0.272793012666667,-0.207023786,-0.130973026,-0.0422558666666667,-0.118556058,-0.324649358,-0.335700351333333,-0.36757647,-0.277171628,-0.263970654,-0.201017630533333,2399,"DG_s12",4.375,5.078,5.969,5.984,10,10,8,8,0.891,"Left",8,8,0,0,0,0,0,0,"10-10",2,2,10,8,10,8
"29",3,"RIN1-RIN2",-0.159425086033333,0.0217750506333333,0.164212096633333,0.2551455793,0.182629563966667,0.1421888773,0.124188670033333,0.0810504707,0.0939691107,0.0682965666333333,0.1040331173,-0.0493971560333333,-0.0980212480333333,-0.123756868033333,-0.0820116013666667,-0.0219655747,-0.0623880440333333,-0.0700411507,-0.0147962200333333,0.00404659996666667,0.0964386066333333,0.0280638155,0.111077970833333,0.0403932601666667,-0.0285594211666667,-0.0889290831666667,-0.102879633833333,-0.0574715160333333,0.0854213039666667,0.1523610263,0.248661376966667,0.1090638903,0.1462175273,0.173923913966667,0.218786329966667,0.0614360186333333,0.00536759263333333,0.00604484063333334,0.141296433966667,0.1547719273,0.0379552299666667,-0.0174870560333333,2399,"DG_s12",4.375,5.078,5.969,5.984,10,10,8,8,0.891,"Left",8,8,0,0,0,0,0,0,"10-10",2,2,10,8,10,8
